OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area
2376,10,Kilkenny,99232,2020/05/30 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,341,343.639148661722,,,3.18306474726685,0.273913527880299
2377,11,Laois,84697,2020/05/30 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,256,302.253916903786,,,2.84615238062105,0.229854718801008
2378,12,Leitrim,32044,2020/05/30 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,,3.18223092764249,0.218332273298499
2379,13,Limerick,194899,2020/05/30 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,573,293.998429956029,,,4.99975325282574,0.354096693579968
2380,14,Longford,40873,2020/05/30 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,284,694.835221295232,,,2.23033777623013,0.147954107413603
2381,15,Louth,128884,2020/05/30 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,767,595.108779988206,,,2.56496387966836,0.113438176617696
2382,16,Mayo,130507,2020/05/30 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,568,435.225696705924,,,15.7035406008684,0.762041894899671
2383,17,Meath,195044,2020/05/30 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,795,407.600336334366,,,4.07506730047382,0.318615395076952
2384,18,Monaghan,61386,2020/05/30 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,509,829.179291695175,,,2.84816460737341,0.178099248237119
2385,19,Offaly,77961,2020/05/30 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,487,624.671310013981,,,4.1874865993254,0.268659252623451
2386,20,Roscommon,64544,2020/05/30 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,336,520.57511155181,,,4.46483319992793,0.347529634263766
2387,21,Sligo,65535,2020/05/30 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.211871519036,,,5.04968010145816,0.252720853615335
2388,22,Tipperary,159553,2020/05/30 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,541,339.072283191165,,,5.61515128034759,0.565636165474652
2389,23,Waterford,116176,2020/05/30 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,148,127.39292108525,,,4.86837867325626,0.239938128906136
2390,24,Westmeath,88770,2020/05/30 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,657,740.114903683677,,,3.08909110754663,0.249849249736791
2391,25,Wexford,149722,2020/05/30 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,214,142.931566503253,,,4.26160195818847,0.311355248463619
2392,26,Wicklow,142425,2020/05/30 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,679,476.74214498859,,,3.02390998597358,0.271161130632389
2393,1,Carlow,56932,2020/05/31 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,158,277.524063795405,,,2.2841588558823,0.11886319621816
2394,2,Cavan,76176,2020/05/31 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,843,1106.64776307498,,,3.7674112393481,0.264466477248625
2395,3,Clare,118817,2020/05/31 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,370,311.40325037663,,,7.57590737284564,0.425059339393012
2396,4,Cork,542868,2020/05/31 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1518,279.62598642764,,,16.2842231601792,0.972002189699991
2397,5,Donegal,159192,2020/05/31 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,,15.6269075952594,0.678171191480014
2398,6,Dublin,1347359,2020/05/31 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11997,890.408569653671,,,3.33393249373436,0.125726810206428
2399,7,Galway,258058,2020/05/31 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,479,185.617186833968,,,14.9724478006633,0.822419408746906
2400,8,Kerry,147707,2020/05/31 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,,13.3238822746544,0.618598264043396
2401,9,Kildare,222504,2020/05/31 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1447,650.325387408766,,,3.1081417260637,0.228501976462464
2402,10,Kilkenny,99232,2020/05/31 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,341,343.639148661722,,,3.18306474726685,0.273913527880299
2403,11,Laois,84697,2020/05/31 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,256,302.253916903786,,,2.84615238062105,0.229854718801008
2404,12,Leitrim,32044,2020/05/31 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,,3.18223092764249,0.218332273298499
2405,13,Limerick,194899,2020/05/31 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,575,295.024602486416,,,4.99975325282574,0.354096693579968
2406,14,Longford,40873,2020/05/31 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,284,694.835221295232,,,2.23033777623013,0.147954107413603
2407,15,Louth,128884,2020/05/31 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,775,601.315911982868,,,2.56496387966836,0.113438176617696
2408,16,Mayo,130507,2020/05/31 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,568,435.225696705924,,,15.7035406008684,0.762041894899671
2409,17,Meath,195044,2020/05/31 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,799,409.651155636677,,,4.07506730047382,0.318615395076952
2410,18,Monaghan,61386,2020/05/31 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,512,834.066399504773,,,2.84816460737341,0.178099248237119
2411,19,Offaly,77961,2020/05/31 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,487,624.671310013981,,,4.1874865993254,0.268659252623451
2412,20,Roscommon,64544,2020/05/31 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,338,523.673772930094,,,4.46483319992793,0.347529634263766
2413,21,Sligo,65535,2020/05/31 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.211871519036,,,5.04968010145816,0.252720853615335
2414,22,Tipperary,159553,2020/05/31 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,542,339.699034176731,,,5.61515128034759,0.565636165474652
2415,23,Waterford,116176,2020/05/31 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,148,127.39292108525,,,4.86837867325626,0.239938128906136
2416,24,Westmeath,88770,2020/05/31 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,658,741.241410386392,,,3.08909110754663,0.249849249736791
2417,25,Wexford,149722,2020/05/31 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,214,142.931566503253,,,4.26160195818847,0.311355248463619
2418,26,Wicklow,142425,2020/05/31 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,683,479.550640688081,,,3.02390998597358,0.271161130632389
2419,1,Carlow,56932,2020/06/01 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,158,277.524063795405,,,2.2841588558823,0.11886319621816
2420,2,Cavan,76176,2020/06/01 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,843,1106.64776307498,,,3.7674112393481,0.264466477248625
2421,3,Clare,118817,2020/06/01 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,370,311.40325037663,,,7.57590737284564,0.425059339393012
2422,4,Cork,542868,2020/06/01 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1518,279.62598642764,,,16.2842231601792,0.972002189699991
2423,5,Donegal,159192,2020/06/01 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,,15.6269075952594,0.678171191480014
2424,6,Dublin,1347359,2020/06/01 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12002,890.779665998446,,,3.33393249373436,0.125726810206428
2425,7,Galway,258058,2020/06/01 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,479,185.617186833968,,,14.9724478006633,0.822419408746906
2426,8,Kerry,147707,2020/06/01 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,,13.3238822746544,0.618598264043396
2427,9,Kildare,222504,2020/06/01 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1447,650.325387408766,,,3.1081417260637,0.228501976462464
2428,10,Kilkenny,99232,2020/06/01 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,342,344.646888100613,,,3.18306474726685,0.273913527880299
2429,11,Laois,84697,2020/06/01 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,257,303.434596266692,,,2.84615238062105,0.229854718801008
2430,12,Leitrim,32044,2020/06/01 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,,3.18223092764249,0.218332273298499
2431,13,Limerick,194899,2020/06/01 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,576,295.53768875161,,,4.99975325282574,0.354096693579968
2432,14,Longford,40873,2020/06/01 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,284,694.835221295232,,,2.23033777623013,0.147954107413603
2433,15,Louth,128884,2020/06/01 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,775,601.315911982868,,,2.56496387966836,0.113438176617696
2434,16,Mayo,130507,2020/06/01 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,568,435.225696705924,,,15.7035406008684,0.762041894899671
2435,17,Meath,195044,2020/06/01 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,800,410.163860462255,,,4.07506730047382,0.318615395076952
2436,18,Monaghan,61386,2020/06/01 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,512,834.066399504773,,,2.84816460737341,0.178099248237119
2437,19,Offaly,77961,2020/06/01 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,487,624.671310013981,,,4.1874865993254,0.268659252623451
2438,20,Roscommon,64544,2020/06/01 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,339,525.223103619236,,,4.46483319992793,0.347529634263766
2439,21,Sligo,65535,2020/06/01 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.211871519036,,,5.04968010145816,0.252720853615335
2440,22,Tipperary,159553,2020/06/01 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,542,339.699034176731,,,5.61515128034759,0.565636165474652
2441,23,Waterford,116176,2020/06/01 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,148,127.39292108525,,,4.86837867325626,0.239938128906136
2442,24,Westmeath,88770,2020/06/01 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,658,741.241410386392,,,3.08909110754663,0.249849249736791
2443,25,Wexford,149722,2020/06/01 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,214,142.931566503253,,,4.26160195818847,0.311355248463619
2444,26,Wicklow,142425,2020/06/01 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,683,479.550640688081,,,3.02390998597358,0.271161130632389
2445,1,Carlow,56932,2020/06/02 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,161,282.793508044685,,,2.2841588558823,0.11886319621816
2446,2,Cavan,76176,2020/06/02 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,845,1109.27326191976,,,3.7674112393481,0.264466477248625
2447,3,Clare,118817,2020/06/02 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,370,311.40325037663,,,7.57590737284564,0.425059339393012
2448,4,Cork,542868,2020/06/02 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1522,280.362813796356,,,16.2842231601792,0.972002189699991
2449,5,Donegal,159192,2020/06/02 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,,15.6269075952594,0.678171191480014
2450,6,Dublin,1347359,2020/06/02 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12018,891.967174301727,,,3.33393249373436,0.125726810206428
2451,7,Galway,258058,2020/06/02 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,479,185.617186833968,,,14.9724478006633,0.822419408746906
2452,8,Kerry,147707,2020/06/02 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,,13.3238822746544,0.618598264043396
2453,9,Kildare,222504,2020/06/02 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1448,650.77481753137,,,3.1081417260637,0.228501976462464
2454,10,Kilkenny,99232,2020/06/02 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,342,344.646888100613,,,3.18306474726685,0.273913527880299
2455,11,Laois,84697,2020/06/02 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,257,303.434596266692,,,2.84615238062105,0.229854718801008
2456,12,Leitrim,32044,2020/06/02 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,,3.18223092764249,0.218332273298499
2457,13,Limerick,194899,2020/06/02 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,576,295.53768875161,,,4.99975325282574,0.354096693579968
2458,14,Longford,40873,2020/06/02 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.281824187116,,,2.23033777623013,0.147954107413603
2459,15,Louth,128884,2020/06/02 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,776,602.091803482201,,,2.56496387966836,0.113438176617696
2460,16,Mayo,130507,2020/06/02 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,568,435.225696705924,,,15.7035406008684,0.762041894899671
2461,17,Meath,195044,2020/06/02 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,800,410.163860462255,,,4.07506730047382,0.318615395076952
2462,18,Monaghan,61386,2020/06/02 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,521,848.727722933568,,,2.84816460737341,0.178099248237119
2463,19,Offaly,77961,2020/06/02 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,487,624.671310013981,,,4.1874865993254,0.268659252623451
2464,20,Roscommon,64544,2020/06/02 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,340,526.772434308379,,,4.46483319992793,0.347529634263766
2465,21,Sligo,65535,2020/06/02 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.211871519036,,,5.04968010145816,0.252720853615335
2466,22,Tipperary,159553,2020/06/02 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.325785162297,,,5.61515128034759,0.565636165474652
2467,23,Waterford,116176,2020/06/02 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,148,127.39292108525,,,4.86837867325626,0.239938128906136
2468,24,Westmeath,88770,2020/06/02 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,658,741.241410386392,,,3.08909110754663,0.249849249736791
2469,25,Wexford,149722,2020/06/02 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,214,142.931566503253,,,4.26160195818847,0.311355248463619
2470,26,Wicklow,142425,2020/06/02 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,684,480.252764612954,,,3.02390998597358,0.271161130632389
2471,1,Carlow,56932,2020/06/03 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,162,284.549989461111,,,2.2841588558823,0.11886319621816
2472,2,Cavan,76176,2020/06/03 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,853,1119.77525729889,,,3.7674112393481,0.264466477248625
2473,3,Clare,118817,2020/06/03 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,370,311.40325037663,,,7.57590737284564,0.425059339393012
2474,4,Cork,542868,2020/06/03 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1528,281.468054849429,,,16.2842231601792,0.972002189699991
2475,5,Donegal,159192,2020/06/03 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,,15.6269075952594,0.678171191480014
2476,6,Dublin,1347359,2020/06/03 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12026,892.560928453367,,,3.33393249373436,0.125726810206428
2477,7,Galway,258058,2020/06/03 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,479,185.617186833968,,,14.9724478006633,0.822419408746906
2478,8,Kerry,147707,2020/06/03 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,,13.3238822746544,0.618598264043396
2479,9,Kildare,222504,2020/06/03 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1448,650.77481753137,,,3.1081417260637,0.228501976462464
2480,10,Kilkenny,99232,2020/06/03 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,342,344.646888100613,,,3.18306474726685,0.273913527880299
2481,11,Laois,84697,2020/06/03 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,257,303.434596266692,,,2.84615238062105,0.229854718801008
2482,12,Leitrim,32044,2020/06/03 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,,3.18223092764249,0.218332273298499
2483,13,Limerick,194899,2020/06/03 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,576,295.53768875161,,,4.99975325282574,0.354096693579968
2484,14,Longford,40873,2020/06/03 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.281824187116,,,2.23033777623013,0.147954107413603
2485,15,Louth,128884,2020/06/03 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,777,602.867694981534,,,2.56496387966836,0.113438176617696
2486,16,Mayo,130507,2020/06/03 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,568,435.225696705924,,,15.7035406008684,0.762041894899671
2487,17,Meath,195044,2020/06/03 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,802,411.18927011341,,,4.07506730047382,0.318615395076952
2488,18,Monaghan,61386,2020/06/03 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,528,860.130974489297,,,2.84816460737341,0.178099248237119
2489,19,Offaly,77961,2020/06/03 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,487,624.671310013981,,,4.1874865993254,0.268659252623451
2490,20,Roscommon,64544,2020/06/03 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,341,528.321764997521,,,4.46483319992793,0.347529634263766
2491,21,Sligo,65535,2020/06/03 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.211871519036,,,5.04968010145816,0.252720853615335
2492,22,Tipperary,159553,2020/06/03 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.325785162297,,,5.61515128034759,0.565636165474652
2493,23,Waterford,116176,2020/06/03 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,150,129.114447045861,,,4.86837867325626,0.239938128906136
2494,24,Westmeath,88770,2020/06/03 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,658,741.241410386392,,,3.08909110754663,0.249849249736791
2495,25,Wexford,149722,2020/06/03 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,214,142.931566503253,,,4.26160195818847,0.311355248463619
2496,26,Wicklow,142425,2020/06/03 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,684,480.252764612954,,,3.02390998597358,0.271161130632389
2497,1,Carlow,56932,2020/06/04 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,162,284.549989461111,,,2.2841588558823,0.11886319621816
2498,2,Cavan,76176,2020/06/04 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,856,1123.71350556606,,,3.7674112393481,0.264466477248625
2499,3,Clare,118817,2020/06/04 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,370,311.40325037663,,,7.57590737284564,0.425059339393012
2500,4,Cork,542868,2020/06/04 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1529,281.652261691608,,,16.2842231601792,0.972002189699991
2501,5,Donegal,159192,2020/06/04 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,,15.6269075952594,0.678171191480014
2502,6,Dublin,1347359,2020/06/04 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12037,893.377340411872,,,3.33393249373436,0.125726810206428
